SEQ,Shipping Location Code,Shipping Location Name,Delivery Due Date,Delivery Time (From),Delivery Time (To),Item Number,Item Name,Supplier Code,Supplier Name,User Code,User Name,P/F,P/F Name,Order No.,Order Quantity,Unit,Production Classification,Color,Item Class,Packing Name,Packing Capacity,Pickup,Delivery Slip No.,Delivery Slip & Receipt Card Print Date,Inspection Report Print Date,Item Card Print Date,Original Item Code,Supplier Information,Output date
3473,0,<Default>,12-10-24,,,5TLE35420000M0,"HOSE,VACUUM SENSING 1",7667,PT. CATURINDO AGUNGJAYA RUBBER,7667,PT. CATURINDO AGUNGJAYA RUBBER,PRPC,PF POD,J0357,33,PCS,,,2,,1,,Y0B766710733221,Unprinted,-,Unprinted,,,19-09-24 7:29
3474,0,<Default>,12-10-24,,,5TLE5373000080,"PIPE,BREATHER",7667,PT. CATURINDO AGUNGJAYA RUBBER,7667,PT. CATURINDO AGUNGJAYA RUBBER,PRPC,PF POD,K2932,450,PCS,,,2,6011,800,,Y0B766710733223,Unprinted,-,Unprinted,,,19-09-24 7:29
3475,0,<Default>,12-10-24,,,903380701800M0,PLUG,7667,PT. CATURINDO AGUNGJAYA RUBBER,7667,PT. CATURINDO AGUNGJAYA RUBBER,PRPC,PF POD,J0088,28,PCS,,,2,,1,,Y0B766710733227,Unprinted,-,Unprinted,,,19-09-24 7:29
3476,0,<Default>,12-10-24,,,9.04452E+13,HOSE,7667,PT. CATURINDO AGUNGJAYA RUBBER,7667,PT. CATURINDO AGUNGJAYA RUBBER,PRPC,PF POD,J0253,10,PCS,,,2,,1,,Y0B766710733231,Unprinted,-,Unprinted,,,19-09-24 7:29
3477,0,<Default>,12-10-24,,,904801080100M0,GROMMET,7667,PT. CATURINDO AGUNGJAYA RUBBER,7667,PT. CATURINDO AGUNGJAYA RUBBER,PRPC,PF POD,J0170,24,PCS,,,2,,1,,Y0B766710733232,Unprinted,-,Unprinted,,,19-09-24 7:29
3478,0,<Default>,12-10-24,,,904801205300M1,GROMMET,7667,PT. CATURINDO AGUNGJAYA RUBBER,7667,PT. CATURINDO AGUNGJAYA RUBBER,PRPC,PF POD,K1589,200,PCS,,,2,,1,,Y0B766710733233,Unprinted,-,Unprinted,,,19-09-24 7:29
3479,0,<Default>,12-10-24,,,9.04801E+13,GROMMET,7667,PT. CATURINDO AGUNGJAYA RUBBER,7667,PT. CATURINDO AGUNGJAYA RUBBER,PRPC,PF POD,J2032,50,PCS,,,2,,1,,Y0B766710733236,Unprinted,-,Unprinted,,,19-09-24 7:29
3480,0,<Default>,12-10-24,,,9.04801E+13,GROMMET,7667,PT. CATURINDO AGUNGJAYA RUBBER,7667,PT. CATURINDO AGUNGJAYA RUBBER,PRPC,PF POD,J0931,10,PCS,,,2,,1,,Y0B766710733239,Unprinted,-,Unprinted,,,19-09-24 7:29
3481,0,<Default>,12-10-24,,,9.04801E+13,GROMMET,7667,PT. CATURINDO AGUNGJAYA RUBBER,7667,PT. CATURINDO AGUNGJAYA RUBBER,PRPC,PF POD,J0689,10,PCS,,,2,,1,,Y0B766710733240,Unprinted,-,Unprinted,,,19-09-24 7:29
3482,0,<Default>,12-10-24,,,9.04802E+13,GROMMET,7667,PT. CATURINDO AGUNGJAYA RUBBER,7667,PT. CATURINDO AGUNGJAYA RUBBER,PRPC,PF POD,J0714,30,PCS,,,2,,1,,Y0B766710733242,Unprinted,-,Unprinted,,,19-09-24 7:29
3483,0,<Default>,12-10-24,,,9.04802E+13,GROMMET,7667,PT. CATURINDO AGUNGJAYA RUBBER,7667,PT. CATURINDO AGUNGJAYA RUBBER,PRPC,PF POD,J0003,15,PCS,,,2,,1,,Y0B766710733243,Unprinted,-,Unprinted,,,19-09-24 7:29
3484,0,<Default>,12-10-24,,,904801847600M1,GROMMET,7667,PT. CATURINDO AGUNGJAYA RUBBER,7667,PT. CATURINDO AGUNGJAYA RUBBER,PRPC,PF POD,K0889,50,PCS,,,2,,1,,Y0B766710733245,Unprinted,-,Unprinted,,,19-09-24 7:29
3485,0,<Default>,12-10-24,,,904801854900M1,GROMMET,7667,PT. CATURINDO AGUNGJAYA RUBBER,7667,PT. CATURINDO AGUNGJAYA RUBBER,PRPC,PF POD,J0471,30,PCS,,,2,,1,,Y0B766710733246,Unprinted,-,Unprinted,,,19-09-24 7:29
3486,0,<Default>,12-10-24,,,9.04802E+13,GROMMET,7667,PT. CATURINDO AGUNGJAYA RUBBER,7667,PT. CATURINDO AGUNGJAYA RUBBER,PRPC,PF POD,J0503,10,PCS,,,2,,1,,Y0B766710733247,Unprinted,-,Unprinted,,,19-09-24 7:29
3487,0,<Default>,12-10-24,,,B04F4846000080,"COVER,2",7667,PT. CATURINDO AGUNGJAYA RUBBER,7667,PT. CATURINDO AGUNGJAYA RUBBER,PRPC,PF POD,J0316,10,PCS,,,2,,1,,Y0B766710733250,Unprinted,-,Unprinted,,,19-09-24 7:29
3488,0,<Default>,12-10-24,,,B04H41440000M0,"COVER,HEAD LIGHT",7667,PT. CATURINDO AGUNGJAYA RUBBER,7667,PT. CATURINDO AGUNGJAYA RUBBER,PRPC,PF POD,J0397,10,PCS,,,2,,1,,Y0B766710733251,Unprinted,-,Unprinted,,,19-09-24 7:29
3489,0,<Default>,12-10-24,,,B3MF2178000080,TENSIONER,7667,PT. CATURINDO AGUNGJAYA RUBBER,7667,PT. CATURINDO AGUNGJAYA RUBBER,PRPC,PF POD,J0065,30,PCS,,,2,,1,,Y0B766710733252,Unprinted,-,Unprinted,,,19-09-24 7:29
3490,0,<Default>,12-10-24,,,B65F18160000M0,"PIPE,1",7667,PT. CATURINDO AGUNGJAYA RUBBER,7667,PT. CATURINDO AGUNGJAYA RUBBER,PRPC,PF POD,J0438,10,PCS,,,2,,1,,Y0B766710733253,Unprinted,-,Unprinted,,,19-09-24 7:29
3491,0,<Default>,12-10-24,,,B65F18170000M0,"PIPE,2",7667,PT. CATURINDO AGUNGJAYA RUBBER,7667,PT. CATURINDO AGUNGJAYA RUBBER,PRPC,PF POD,J0897,60,PCS,,,2,,1,,Y0B766710733254,Unprinted,-,Unprinted,,,19-09-24 7:29
3492,0,<Default>,12-10-24,,,B65F3123000080,"COVER,UNDER 1",7667,PT. CATURINDO AGUNGJAYA RUBBER,7667,PT. CATURINDO AGUNGJAYA RUBBER,PRPC,PF POD,J0753,10,PCS,,,2,,1,,Y0B766710733255,Unprinted,-,Unprinted,,,19-09-24 7:29
3493,0,<Default>,12-10-24,,,B65F3415000080,"COVER,BALL RACE 1",7667,PT. CATURINDO AGUNGJAYA RUBBER,7667,PT. CATURINDO AGUNGJAYA RUBBER,PRPC,PF POD,J0519,10,PCS,,,2,,1,,Y0B766710733256,Unprinted,-,Unprinted,,,19-09-24 7:29
3494,0,<Default>,12-10-24,,,B6HF1621100080,FLAP,7667,PT. CATURINDO AGUNGJAYA RUBBER,7667,PT. CATURINDO AGUNGJAYA RUBBER,PRPC,PF POD,J0259,50,PCS,,,2,,1,,Y0B766710733257,Unprinted,-,Unprinted,,,19-09-24 7:29
3495,0,<Default>,12-10-24,,,B6HF247C000080,"HOSE,3",7667,PT. CATURINDO AGUNGJAYA RUBBER,7667,PT. CATURINDO AGUNGJAYA RUBBER,PRPC,PF POD,J0189,10,PCS,,,2,,1,,Y0B766710733258,Unprinted,-,Unprinted,,,19-09-24 7:29
3496,0,<Default>,12-10-24,,,B6HF312G000080,"PLUG,HOLE",7667,PT. CATURINDO AGUNGJAYA RUBBER,7667,PT. CATURINDO AGUNGJAYA RUBBER,PRPC,PF POD,J0371,20,PCS,,,2,,1,,Y0B766710733259,Unprinted,-,Unprinted,,,19-09-24 7:29
3497,0,<Default>,12-10-24,,,B74E25760000M0,"HOSE,1",7667,PT. CATURINDO AGUNGJAYA RUBBER,7667,PT. CATURINDO AGUNGJAYA RUBBER,PRPC,PF POD,J0359,10,PCS,,,2,,1,,Y0B766710733260,Unprinted,-,Unprinted,,,19-09-24 7:29
3498,0,<Default>,12-10-24,,,B74E53730000M0,"PIPE,BREATHER",7667,PT. CATURINDO AGUNGJAYA RUBBER,7667,PT. CATURINDO AGUNGJAYA RUBBER,PRPC,PF POD,J0375,10,PCS,,,2,,1,,Y0B766710733261,Unprinted,-,Unprinted,,,19-09-24 7:29
3499,0,<Default>,12-10-24,,,B74F18160000M0,"PIPE,1",7667,PT. CATURINDO AGUNGJAYA RUBBER,7667,PT. CATURINDO AGUNGJAYA RUBBER,PRPC,PF POD,J0574,90,PCS,,,2,,1,,Y0B766710733263,Unprinted,-,Unprinted,,,19-09-24 7:29
3500,0,<Default>,12-10-24,,,BBPE443E000080,"PIPE,DRAIN",7667,PT. CATURINDO AGUNGJAYA RUBBER,7667,PT. CATURINDO AGUNGJAYA RUBBER,PRPC,PF POD,J0320,30,PCS,,,2,,1,,Y0B766710733266,Unprinted,-,Unprinted,,,19-09-24 7:29
3501,0,<Default>,12-10-24,,,BEJE5373000080,"PIPE,BREATHER",7667,PT. CATURINDO AGUNGJAYA RUBBER,7667,PT. CATURINDO AGUNGJAYA RUBBER,PRPC,PF POD,J0058,10,PCS,,,2,,1,,Y0B766710733267,Unprinted,-,Unprinted,,,19-09-24 7:29
3502,0,<Default>,12-10-24,,,BK6E4747000080,"DAMPER,MUFF.",7667,PT. CATURINDO AGUNGJAYA RUBBER,7667,PT. CATURINDO AGUNGJAYA RUBBER,PRPC,PF POD,J0365,20,PCS,,,2,,1,,Y0B766710733268,Unprinted,-,Unprinted,,,19-09-24 7:29
3503,0,<Default>,12-10-24,,,BLSF1521000080,FLAP,7667,PT. CATURINDO AGUNGJAYA RUBBER,7667,PT. CATURINDO AGUNGJAYA RUBBER,PRPC,PF POD,J0005,4,PCS,,,2,,1,,Y0B766710733269,Unprinted,-,Unprinted,,,19-09-24 7:29
3504,0,<Default>,12-10-24,,,BLSF1621000080,FLAP,7667,PT. CATURINDO AGUNGJAYA RUBBER,7667,PT. CATURINDO AGUNGJAYA RUBBER,PRPC,PF POD,J0003,5,PCS,,,2,,1,,Y0B766710733270,Unprinted,-,Unprinted,,,19-09-24 7:29
3505,0,<Default>,12-10-24,,,BLSF838M000080,"SEAL,BOX 1",7667,PT. CATURINDO AGUNGJAYA RUBBER,7667,PT. CATURINDO AGUNGJAYA RUBBER,PRPC,PF POD,J0008,20,PCS,,,2,,1,,Y0B766710733271,Unprinted,-,Unprinted,,,19-09-24 7:29
3506,0,<Default>,12-10-24,7:30,8:30,2PHE5473000080,"DUCT,AIR",7667,PT. CATURINDO AGUNGJAYA RUBBER,5201,Packing (CKD),MED1,PF Medium 1 Packing,2002,200,PCS,,,2,6011,25,,Y0B766710729696,Unprinted,-,Unprinted,,,19-09-24 7:29
3507,0,<Default>,12-10-24,7:30,8:30,2PVH5546100080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,5201,Packing (CKD),MED1,PF Medium 1 Packing,1377,100,PCS,,,2,Plastic Cont.,25,,Y0B766710731494,Unprinted,-,Unprinted,,,19-09-24 7:29
3508,0,<Default>,12-10-24,7:30,8:30,54PF3415000080,"COVER,BALL RACE 1",7667,PT. CATURINDO AGUNGJAYA RUBBER,5201,Packing (CKD),MED1,PF Medium 1 Packing,1983,200,PCS,,,2,6011,50,,Y0B766710729180,Unprinted,-,Unprinted,,,19-09-24 7:29
3509,0,<Default>,12-10-24,7:30,8:30,2DPE5495000080,"SEAL,PROTECTOR",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,3384,120,PCS,,,2,6011,40,,Y0B766710729866,Unprinted,-,Unprinted,,,19-09-24 7:29
3510,0,<Default>,12-10-24,7:30,8:30,4YYF7114000080,STOPPER,7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,2908,40,PCS,,,2,6011,40,,Y0B766710729100,Unprinted,-,Unprinted,,,19-09-24 7:29
3511,0,<Default>,12-10-24,7:30,8:30,B5DF465B000080,"CAP,ROTOR",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,1571,280,PCS,,,2,6011,40,,Y0B766710731333,Unprinted,-,Unprinted,,,19-09-24 7:29
3512,0,<Default>,12-10-24,7:30,8:30,B5XH2591000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,987,40,PCS,,,2,6011,40,,Y0B766710731784,Unprinted,-,Unprinted,,,19-09-24 7:29
3513,0,<Default>,12-10-24,7:30,8:30,B65F3123000080,"COVER,UNDER 1",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,3070,320,PCS,,,2,6011,40,,Y0B766710730398,Unprinted,-,Unprinted,,,19-09-24 7:29
3514,0,<Default>,12-10-24,7:30,8:30,B65F3415000080,"COVER,BALL RACE 1",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,1382,120,PCS,,,2,6011,40,,Y0B766710730217,Unprinted,-,Unprinted,,,19-09-24 7:29
3515,0,<Default>,12-10-24,7:30,8:30,B65H5546000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,2895,160,PCS,,,2,,40,,Y0B766710730735,Unprinted,-,Unprinted,,,19-09-24 7:29
3516,0,<Default>,12-10-24,7:30,8:30,B6HF1621100080,FLAP,7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,773,120,PCS,,,2,6011,40,,Y0B766710732498,Unprinted,-,Unprinted,,,19-09-24 7:29
3517,0,<Default>,12-10-24,7:30,8:30,B6HF247C000080,"HOSE,3",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,840,320,PCS,,,2,,40,,Y0B766710731767,Unprinted,-,Unprinted,,,19-09-24 7:29
3518,0,<Default>,12-10-24,7:30,8:30,B6HF312G000080,"PLUG,HOLE",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,1808,280,PCS,,,2,6011,40,,Y0B766710731575,Unprinted,-,Unprinted,,,19-09-24 7:29
3519,0,<Default>,12-10-24,7:30,8:30,B74E53730000M0,"PIPE,BREATHER",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,1435,40,PCS,,,2,6011,40,,Y0B766710731275,Unprinted,-,Unprinted,,,19-09-24 7:29
3520,0,<Default>,12-10-24,7:30,8:30,B74F3469000080,"CAP,BOLT",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,2177,160,PCS,,,2,6011,40,,Y0B766710730611,Unprinted,-,Unprinted,,,19-09-24 7:29
3521,0,<Default>,12-10-24,7:30,8:30,B74F414A0000M0,"COVER,FILLER",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,2078,40,PCS,,,2,6033,10,,Y0B766710731168,Unprinted,-,Unprinted,,,19-09-24 7:29
3522,0,<Default>,12-10-24,7:30,8:30,B74F4639000080,"STOPPER,PLATE",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,2174,40,PCS,,,2,6011,40,,Y0B766710730667,Unprinted,-,Unprinted,,,19-09-24 7:29
3523,0,<Default>,12-10-24,7:30,8:30,B74F483H000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,1346,40,PCS,,,2,6011,40,,Y0B766710730524,Unprinted,-,Unprinted,,,19-09-24 7:29
3524,0,<Default>,12-10-24,7:30,8:30,B74F8175000080,"TOOL,HOLDER",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,2238,40,PCS,,,2,6011,40,,Y0B766710730701,Unprinted,-,Unprinted,,,19-09-24 7:29
3525,0,<Default>,12-10-24,7:30,8:30,B74H2131000080,"BAND,BATTERY",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,2095,40,PCS,,,2,6011,20,,Y0B766710730567,Unprinted,-,Unprinted,,,19-09-24 7:29
3526,0,<Default>,12-10-24,7:30,8:30,BBPE443E000080,"PIPE,DRAIN",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,440,160,PCS,,,2,,40,,Y0B766710732085,Unprinted,-,Unprinted,,,19-09-24 7:29
3527,0,<Default>,12-10-24,7:30,8:30,BK6F8483000080,"PLATE,RUBBER 1",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,456,80,PCS,,,2,6011,40,,Y0B766710730913,Unprinted,-,Unprinted,,,19-09-24 7:29
3528,0,<Default>,12-10-24,7:30,8:30,BKAF4317000080,"PIPE,7",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,69,40,PCS,,,2,6011,20,,Y0B766710732761,Unprinted,-,Unprinted,,,19-09-24 7:29
3529,0,<Default>,12-10-24,7:30,8:30,BKAF4785000080,MOLE,7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,531,40,PCS,,,2,6033,20,,Y0B766710732722,Unprinted,-,Unprinted,,,19-09-24 7:29
3530,0,<Default>,12-10-24,7:30,8:30,BLSF838M000080,"SEAL,BOX 1",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,56,160,PCS,,,2,2033,40,,Y0B766710733151,Unprinted,-,Unprinted,,,19-09-24 7:29
3531,0,<Default>,12-10-24,7:30,8:30,BRAF163F000080,"COVER,3",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,6,40,PCS,,,2,6033,40,,Y0B766710732985,Unprinted,-,Unprinted,,,19-09-24 7:29
3532,0,<Default>,12-10-24,7:30,8:30,BRAH2589000080,"PROTECTOR,WIRE HARNESS",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,4,40,PCS,,,2,6011,40,,Y0B766710733028,Unprinted,-,Unprinted,,,19-09-24 7:29
3533,0,<Default>,12-10-24,7:30,8:30,BRAH2929000080,PLUG,7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,4,80,PCS,,,2,6011,40,,Y0B766710733012,Unprinted,-,Unprinted,,,19-09-24 7:29
3534,0,<Default>,12-10-24,7:30,8:30,BRAH3836000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,4,40,PCS,,,2,6011,40,,Y0B766710733067,Unprinted,-,Unprinted,,,19-09-24 7:29
3535,0,<Default>,12-10-24,7:30,8:30,BS7F8484000080,"PLATE,RUBBER 2",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,456,40,PCS,,,2,6011,40,,Y0B766710730940,Unprinted,-,Unprinted,,,19-09-24 7:29
3536,0,<Default>,12-10-24,7:30,8:30,BS7F8485000080,"PLATE,RUBBER 3",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,456,40,PCS,,,2,6011,40,,Y0B766710730965,Unprinted,-,Unprinted,,,19-09-24 7:29
3537,0,<Default>,12-10-24,9:00,10:00,902022614200M3,WASHER PLAIN,7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,SMAL,PF Small Part Packing,3457,80,PCS,,,2,6011,40,,Y0B766710729237,Unprinted,-,Unprinted,,,19-09-24 7:29
3538,0,<Default>,12-10-24,9:00,10:00,2DPE5495000080,"SEAL,PROTECTOR",7667,PT. CATURINDO AGUNGJAYA RUBBER,690E,Depo Body Export (Lot=40),FA03,B/D Assy Small parts,1549,320,PCS,,,2,6011,40,,Y0B766710729906,Unprinted,-,Unprinted,,,19-09-24 7:29
3539,0,<Default>,12-10-24,9:00,10:00,902022614200M3,WASHER PLAIN,7667,PT. CATURINDO AGUNGJAYA RUBBER,690E,Depo Body Export (Lot=40),FAA3,,1544,120,PCS,,,2,6011,40,,Y0B766710729287,Unprinted,-,Unprinted,,,19-09-24 7:29
3540,0,<Default>,12-10-24,9:00,10:00,B65F414A010080,"COVER,FILLER",7667,PT. CATURINDO AGUNGJAYA RUBBER,690E,Depo Body Export (Lot=40),MBKM,,1161,280,PCS,,,2,Plastic Cont.,20,,Y0B766710732258,Unprinted,-,Unprinted,,,19-09-24 7:29
3541,0,<Default>,12-10-24,10:30,11:00,4YYF7114000080,STOPPER,7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,2909,160,PCS,,,2,6011,40,,Y0B766710729101,Unprinted,-,Unprinted,,,19-09-24 7:29
3542,0,<Default>,12-10-24,10:30,11:00,B65F3123000080,"COVER,UNDER 1",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,3071,200,PCS,,,2,6011,40,,Y0B766710730399,Unprinted,-,Unprinted,,,19-09-24 7:29
3543,0,<Default>,12-10-24,10:30,11:00,B65H5546000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,2896,160,PCS,,,2,,40,,Y0B766710730736,Unprinted,-,Unprinted,,,19-09-24 7:29
3544,0,<Default>,12-10-24,10:30,11:00,B74F1621000080,FLAP,7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,1823,120,PCS,,,2,6011,40,,Y0B766710730638,Unprinted,-,Unprinted,,,19-09-24 7:29
3545,0,<Default>,12-10-24,10:30,11:00,B74F3469000080,"CAP,BOLT",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,2178,640,PCS,,,2,6011,40,,Y0B766710730612,Unprinted,-,Unprinted,,,19-09-24 7:29
3546,0,<Default>,12-10-24,10:30,11:00,B74F414A0000M0,"COVER,FILLER",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,2079,120,PCS,,,2,6033,10,,Y0B766710731169,Unprinted,-,Unprinted,,,19-09-24 7:29
3547,0,<Default>,12-10-24,10:30,11:00,B74F4639000080,"STOPPER,PLATE",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,2175,160,PCS,,,2,6011,40,,Y0B766710730668,Unprinted,-,Unprinted,,,19-09-24 7:29
3548,0,<Default>,12-10-24,10:30,11:00,B74F483H000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,1347,120,PCS,,,2,6011,40,,Y0B766710730525,Unprinted,-,Unprinted,,,19-09-24 7:29
3549,0,<Default>,12-10-24,10:30,11:00,B74F8175000080,"TOOL,HOLDER",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,2239,120,PCS,,,2,6011,40,,Y0B766710730702,Unprinted,-,Unprinted,,,19-09-24 7:29
3550,0,<Default>,12-10-24,10:30,11:00,B74H2131000080,"BAND,BATTERY",7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,2096,160,PCS,,,2,6011,20,,Y0B766710730568,Unprinted,-,Unprinted,,,19-09-24 7:29
3551,0,<Default>,12-10-24,10:30,11:00,BKAF4785000080,MOLE,7667,PT. CATURINDO AGUNGJAYA RUBBER,5207,Receiving Global model packing,MED1,PF Medium 1 Packing,532,120,PCS,,,2,6033,20,,Y0B766710732723,Unprinted,-,Unprinted,,,19-09-24 7:29
3552,0,<Default>,12-10-24,10:00,11:30,1KPH2176000080,DAMPER,7667,PT. CATURINDO AGUNGJAYA RUBBER,6909,Depo Body Export,FA03,B/D Assy Small parts,2476,500,PCS,,,2,6011,100,,Y0B766710729026,Unprinted,-,Unprinted,,,19-09-24 7:29
3553,0,<Default>,12-10-24,10:00,11:30,2PHE3593010080,DAMPER,7667,PT. CATURINDO AGUNGJAYA RUBBER,6909,Depo Body Export,FAA3,,1155,500,PCS,,,2,6011,100,,Y0B766710732448,Unprinted,-,Unprinted,,,19-09-24 7:29
3554,0,<Default>,12-10-24,10:00,11:30,4YYF7114000080,STOPPER,7667,PT. CATURINDO AGUNGJAYA RUBBER,690E,Depo Body Export (Lot=40),MBKM,,1260,320,PCS,,,2,6011,40,,Y0B766710729163,Unprinted,-,Unprinted,,,19-09-24 7:29
3555,0,<Default>,12-10-24,10:00,11:30,B65F18160000M0,"PIPE,1",7667,PT. CATURINDO AGUNGJAYA RUBBER,690E,Depo Body Export (Lot=40),MBKM,,1260,320,PCS,,,2,6033,40,,Y0B766710731083,Unprinted,-,Unprinted,,,19-09-24 7:29
3556,0,<Default>,12-10-24,10:00,11:30,B65F312G000080,"PLUG,HOLE",7667,PT. CATURINDO AGUNGJAYA RUBBER,690E,Depo Body Export (Lot=40),MBKM,,1260,320,PCS,,,2,6011,40,,Y0B766710730343,Unprinted,-,Unprinted,,,19-09-24 7:29
3557,0,<Default>,12-10-24,10:00,11:30,BBPF8349000080,CAP,7667,PT. CATURINDO AGUNGJAYA RUBBER,690E,Depo Body Export (Lot=40),MBKM,,1260,320,PCS,,,2,6011,40,,Y0B766710731934,Unprinted,-,Unprinted,,,19-09-24 7:29
3558,0,<Default>,12-10-24,10:00,11:30,BBPH2351000080,"TUBE,CORD 1",7667,PT. CATURINDO AGUNGJAYA RUBBER,690E,Depo Body Export (Lot=40),MBKM,,1260,320,PCS,,,2,6011,40,,Y0B766710732010,Unprinted,-,Unprinted,,,19-09-24 7:29
3559,0,<Default>,12-10-24,10:00,11:30,BBPH5546000080,BAND,7667,PT. CATURINDO AGUNGJAYA RUBBER,690E,Depo Body Export (Lot=40),MBKM,,1260,320,PCS,,,2,6011,40,,Y0B766710731834,Unprinted,-,Unprinted,,,19-09-24 7:29
3560,0,<Default>,12-10-24,10:00,13:00,2PHE3593010080,DAMPER,7667,PT. CATURINDO AGUNGJAYA RUBBER,5201,Packing (CKD),SMAL,PF Small Part Packing,828,200,PCS,,,2,6011,100,,Y0B766710732422,Unprinted,-,Unprinted,,,19-09-24 7:29
3561,0,<Default>,12-10-24,10:00,13:00,5LMF34150000M0,"COVER,BALL RACE 1",7667,PT. CATURINDO AGUNGJAYA RUBBER,5201,Packing (CKD),SMAL,PF Small Part Packing,241,100,PCS,,,2,,100,,Y0B766710732871,Unprinted,-,Unprinted,,,19-09-24 7:29
3562,0,<Default>,12-10-24,10:00,13:00,9.04801E+13,GROMMET,7667,PT. CATURINDO AGUNGJAYA RUBBER,5201,Packing (CKD),SMAL,PF Small Part Packing,2555,200,PCS,,Q-SPEC-L,2,Unity,100,,Y0B766710729363,Unprinted,-,Unprinted,,,19-09-24 7:29
3563,0,<Default>,12-10-24,10:00,13:00,904801339800M2,GROMMET,7667,PT. CATURINDO AGUNGJAYA RUBBER,5201,Packing (CKD),SMAL,PF Small Part Packing,732,400,PCS,,,2,6011,100,,Y0B766710729457,Unprinted,-,Unprinted,,,19-09-24 7:29
