SEQ,Delivery Due Date,Delivery Time (From),Delivery Time (To),Item Number,Item Name,User Code,Order No.,Order Quantity,Unit
2880,11-09-24,10:00,13:00,9.04452E+13,HOSE,590B,979,40,PCS
2881,11-09-24,10:00,13:00,90445217G30080,HOSE,590B,2317,205,PCS
2882,11-09-24,10:00,13:00,9.048E+13,GROMMET,590B,856,80,PCS
2883,11-09-24,10:00,13:00,904801100600M0,GROMMET,590B,858,40,PCS
2884,11-09-24,10:00,13:00,9.04801E+13,GROMMET,590B,858,80,PCS
2885,11-09-24,10:00,13:00,9.04801E+13,GROMMET,590B,2488,440,PCS
2886,11-09-24,10:00,13:00,904801339800M2,GROMMET,590B,1456,280,PCS
2887,11-09-24,10:00,13:00,904801548300M0,GROMMET,590B,1609,80,PCS
2888,11-09-24,10:00,13:00,9.04802E+13,GROMMET,590B,59,400,PCS
2889,11-09-24,10:00,13:00,904801827600M1,GROMMET,590B,858,280,PCS
2890,11-09-24,10:00,13:00,904801841800M2,GROMMET,590B,1810,10,PCS
2891,11-09-24,10:00,13:00,904802418600M1,GROMMET,590B,858,40,PCS
2892,11-09-24,10:00,13:00,B3MF1717000080,"DAMPER,SIDE COVER",590B,858,80,PCS
2893,11-09-24,10:00,13:00,B65F3123000080,"COVER,UNDER 1",590B,1893,1360,PCS
2894,11-09-24,10:00,13:00,B6HF312G000080,"PLUG,HOLE",590B,1158,1280,PCS
2895,11-09-24,10:00,13:00,B74F1621000080,FLAP,590B,1854,80,PCS
2896,11-09-24,10:00,13:00,B74F3469000080,"CAP,BOLT",590B,1854,320,PCS
2897,11-09-24,10:00,13:00,B74F4639000080,"STOPPER,PLATE",590B,1854,80,PCS
2898,11-09-24,10:00,13:00,B74F8175000080,"TOOL,HOLDER",590B,1854,80,PCS
2899,11-09-24,10:00,13:00,BK6F8483000080,"PLATE,RUBBER 1",590B,1324,400,PCS
2900,11-09-24,10:00,13:00,BRAH2589000080,"PROTECTOR,WIRE HARNESS",590B,15,200,PCS
2901,11-09-24,10:00,13:00,BRAH2929000080,PLUG,590B,15,400,PCS
2902,11-09-24,10:00,13:00,903880880300M0,DAMPER,590C,384,320,PCS
2903,11-09-24,10:00,13:00,B74E53730000M0,"PIPE,BREATHER",590C,1834,80,PCS
2904,11-09-24,10:00,13:00,9.04801E+13,GROMMET,590D,4081,2860,PCS
2905,11-09-24,10:00,13:00,9.04802E+13,GROMMET,590D,936,10,PCS
2906,11-09-24,10:00,13:00,BRGF4217000080,COVER,590D,8,5,PCS
2907,11-09-24,10:00,13:00,2PHE3593010080,DAMPER,6111,876,850,PCS
2908,11-09-24,10:00,13:00,2PHF62570000M0,STOPPER,6111,2358,350,PCS
2909,11-09-24,11:00,13:00,2PHF71140000M0,STOPPER,6111,6363,100,PCS
2910,11-09-24,11:00,13:00,B5DF465B000080,"CAP,ROTOR",6111,872,100,PCS
2911,11-09-24,10:00,13:00,B65F3415000080,"COVER,BALL RACE 1",6111,724,1000,PCS
2912,11-09-24,11:00,13:00,B65H5546000080,BAND,6111,1042,300,PCS
2913,11-09-24,11:00,13:00,BBPF8349000080,CAP,6111,926,100,PCS
2914,11-09-24,11:00,13:00,BEJE5373000080,"PIPE,BREATHER",6111,1304,300,PCS
2915,11-09-24,11:00,13:00,BJMF1621000080,FLAP,6111,863,200,PCS
2916,11-09-24,11:00,13:00,BJMF465B000080,"CAP,ROTOR",6111,727,200,PCS
2917,11-09-24,11:00,13:00,BJMH2592000080,BAND,6111,727,200,PCS
2918,11-09-24,10:00,13:00,1DYF3469000080,"CAP,BOLT",6111,2544,100,PCS
2919,11-09-24,10:00,13:00,1DYF622F000080,"DAMPER,LOCATING 1",6111,2544,200,PCS
2920,11-09-24,10:00,13:00,1KPH2176000080,DAMPER,6111,3058,700,PCS
2921,11-09-24,10:00,13:00,2PHE5373000080,"PIPE,BREATHER",6111,2788,400,PCS
2922,11-09-24,10:00,13:00,3XAF622F0000M0,"DAMPER,LOCATING 1",6111,249,100,PCS
2923,11-09-24,10:00,13:00,5LMF34150000M0,"COVER,BALL RACE 1",6111,270,100,PCS
2924,11-09-24,10:00,13:00,9.04801E+13,GROMMET,6111,433,600,PCS
2925,11-09-24,10:00,13:00,9.04801E+13,GROMMET,6111,2651,200,PCS
2926,11-09-24,10:00,13:00,9.04801E+13,GROMMET,6111,702,400,PCS
2927,11-09-24,10:00,13:00,9.04802E+13,GROMMET,6111,702,400,PCS
2928,11-09-24,10:00,13:00,9.04802E+13,GROMMET,6111,2545,300,PCS
2929,11-09-24,10:00,13:00,B65F312G000080,"PLUG,HOLE",6111,703,1000,PCS
2930,11-09-24,10:00,13:00,4YYF7114000080,STOPPER,6311,2713,600,PCS
2931,11-09-24,10:00,13:00,2PHF62570000M0,STOPPER,6311,2730,550,PCS
2932,11-09-24,10:00,13:00,2PHE5473000080,"DUCT,AIR",6902,4901,600,PCS
2933,11-09-24,10:00,13:00,903880880300M0,DAMPER,6902,498,2300,PCS
2934,11-09-24,10:00,13:00,BBPE443E000080,"PIPE,DRAIN",6902,706,400,PCS
2935,11-09-24,10:00,13:00,BEJF1439000080,"STOPPER,MAIN STAND",6902,708,800,PCS
2936,11-09-24,10:00,13:00,BJME5473000080,"DUCT,AIR",6902,434,600,PCS
2937,11-09-24,10:00,13:00,903880880300M0,DAMPER,6903,446,440,PCS
2938,11-09-24,10:00,13:00,BBPE443E000080,"PIPE,DRAIN",6903,992,1600,PCS
2939,11-09-24,10:00,13:00,2PHE5373000080,"PIPE,BREATHER",6909,2057,100,PCS
2940,11-09-24,10:00,13:00,2PHF3415000080,"COVER,BALL RACE 1",6909,2052,100,PCS
2941,11-09-24,10:00,13:00,54PF3415000080,"COVER,BALL RACE 1",6909,1333,300,PCS
2942,11-09-24,10:00,13:00,91A200706500M0,"TUBE,FLEXIBLE VINYL",6909,1168,300,PCS
2943,11-09-24,10:00,13:00,4YYF7114000080,STOPPER,690C,1832,1040,PCS
2944,11-09-24,10:00,13:00,B5DF465B000080,"CAP,ROTOR",690E,869,440,PCS
2945,11-09-24,10:00,13:00,B65F3123000080,"COVER,UNDER 1",690E,983,880,PCS
2946,11-09-24,10:00,13:00,B65F3415000080,"COVER,BALL RACE 1",690E,912,440,PCS
2947,11-09-24,10:00,13:00,B6HF1621100080,FLAP,690E,620,360,PCS
2948,11-09-24,10:00,13:00,B65F2211000080,COVER,690E,811,800,PCS
2949,11-09-24,11:00,13:00,2DPE5495000080,"SEAL,PROTECTOR",690G,1924,360,PCS
2950,11-09-24,11:00,13:00,B65F18160000M0,"PIPE,1",690G,2196,240,PCS
2951,11-09-24,11:00,13:00,B65F2211000080,COVER,690G,1681,480,PCS
2952,11-09-24,11:00,13:00,B65F3123000080,"COVER,UNDER 1",690G,3264,360,PCS
2953,11-09-24,11:00,13:00,B65H5546000080,BAND,690G,2155,40,PCS
2954,11-09-24,11:00,13:00,B6HF1621100080,FLAP,690G,798,120,PCS
2955,11-09-24,11:00,13:00,BBPF8349000080,CAP,690G,1172,240,PCS
2956,11-09-24,11:00,13:00,BBPH2351000080,"TUBE,CORD 1",690G,1172,240,PCS
2957,11-09-24,10:00,13:00,902022614200M3,WASHER PLAIN,690G,1660,2040,PCS
2958,11-09-24,10:00,13:00,903380701800M0,PLUG,690G,237,3480,PCS
2959,11-09-24,10:00,13:00,9.04801E+13,GROMMET,690G,1271,160,PCS
2960,11-09-24,10:00,13:00,904801302200M0,GROMMET,690G,62,9280,PCS
2961,11-09-24,10:00,13:00,904801339800M2,GROMMET,690G,1121,80,PCS
2962,11-09-24,10:00,13:00,9.04801E+13,GROMMET,690G,1179,120,PCS
2963,11-09-24,10:00,13:00,9.04802E+13,GROMMET,690G,55,160,PCS
2964,11-09-24,10:00,13:00,B6HF312G000080,"PLUG,HOLE",690G,1297,1160,PCS
2965,11-09-24,12:30,13:30,2PVE2576000080,"HOSE,1",5902,4259,100,PCS
2966,11-09-24,12:30,13:30,2PVH5546100080,BAND,5902,2044,100,PCS
2967,11-09-24,12:30,13:30,45PF53640000M0,DAMPER,5902,2700,400,PCS
2968,11-09-24,12:30,13:30,9.04452E+13,HOSE,5902,2043,100,PCS
2969,11-09-24,12:30,13:30,B8DH5546100080,BAND,5902,572,100,PCS
2970,11-09-24,12:30,13:30,BDJE3767000080,"CAP,INJECTOR",5902,803,100,PCS
2971,11-09-24,12:30,13:30,BK6F23270000M0,"GUARD,MUD 1",5902,1411,100,PCS
2972,11-09-24,12:30,13:30,BK6F247A010080,"HOSE,1",5902,1244,100,PCS
2973,11-09-24,12:30,13:30,1WDF2151000080,"SEAL,GUARD",590B,3713,125,PCS
2974,11-09-24,12:30,13:30,2MSF483H000080,BAND,590B,2870,125,PCS
2975,11-09-24,12:30,13:30,B1XF419A000080,HOLDER,590B,841,125,PCS
2976,11-09-24,12:30,13:30,B1XF419E000080,"COVER,CANISTER",590B,841,125,PCS
2977,11-09-24,12:30,13:30,B3MF1826000080,"PIPE,BREATHER",590B,1232,40,PCS
2978,11-09-24,12:30,13:30,B3MF2178000080,TENSIONER,590B,1137,80,PCS
2979,11-09-24,12:30,13:30,B3MH1662000080,"COVER,CONNECTOR",590B,1232,40,PCS
2980,11-09-24,12:30,13:30,B5DF465B000080,"CAP,ROTOR",590B,3709,200,PCS
2981,11-09-24,12:30,13:30,B5XH2591000080,BAND,590B,1758,40,PCS
2982,11-09-24,12:30,13:30,B65F3415000080,"COVER,BALL RACE 1",590B,3237,360,PCS
2983,11-09-24,12:30,13:30,B65H5546000080,BAND,590B,5291,240,PCS
2984,11-09-24,12:30,13:30,B6HF1621100080,FLAP,590B,2074,320,PCS
2985,11-09-24,12:30,13:30,B74H2131000080,"BAND,BATTERY",590B,3580,40,PCS
2986,11-09-24,12:30,13:30,BDJH2131000080,"BAND,BATTERY",590B,24,125,PCS
2987,11-09-24,12:30,13:30,BKAF4785000080,MOLE,590B,909,40,PCS
2988,11-09-24,12:30,13:30,BLSF1521000080,FLAP,590B,159,40,PCS
2989,11-09-24,12:30,13:30,BLSF1621000080,FLAP,590B,159,40,PCS
2990,11-09-24,12:30,13:30,BRAE449E000080,"COVER,AIR FILTER",590B,6,120,PCS
2991,11-09-24,12:30,13:30,BRAF163F000080,"COVER,3",590B,24,125,PCS
2992,11-09-24,12:30,13:30,BRAF1642000080,"GUARD,FLAP",590B,7,120,PCS
2993,11-09-24,12:30,13:30,BRAH3836000080,BAND,590B,16,120,PCS
2994,11-09-24,12:30,13:30,BRAH5546000080,BAND,590B,24,125,PCS
2995,11-09-24,12:30,13:30,BS7F8484000080,"PLATE,RUBBER 2",590B,1622,120,PCS
2996,11-09-24,12:30,13:30,BS7F8485000080,"PLATE,RUBBER 3",590B,1622,120,PCS
2997,11-09-24,12:30,13:30,2PHF3415000080,"COVER,BALL RACE 1",6111,2801,100,PCS
2998,11-09-24,12:30,13:30,2PHE3593010080,DAMPER,690G,800,60,PCS
2999,11-09-24,12:30,13:30,2PHF62570000M0,STOPPER,690G,1322,60,PCS
3000,11-09-24,12:30,13:30,B5DF465B000080,"CAP,ROTOR",690G,1395,160,PCS
3001,11-09-24,12:30,13:30,B65F312G000080,"PLUG,HOLE",690G,1704,280,PCS
3002,11-09-24,12:30,13:30,B65F3415000080,"COVER,BALL RACE 1",690G,1827,600,PCS
3003,11-09-24,12:30,13:30,BBPH5546000080,BAND,690G,1027,160,PCS
3004,11-09-24,12:30,13:30,BLSF1521000080,FLAP,690G,53,80,PCS
3005,11-09-24,12:30,13:30,BLSF1621000080,FLAP,690G,53,80,PCS
3006,11-09-24,16:00,16:30,1EGE81130200M0,"COVER,SHIFT PEDAL",5201,433,500,PCS
3007,11-09-24,16:00,16:30,2PHE5473000080,"DUCT,AIR",5201,1978,200,PCS
3008,11-09-24,16:00,16:30,2PVE2576000080,"HOSE,1",5201,2099,300,PCS
3009,11-09-24,16:00,16:30,2PVH5546100080,BAND,5201,1346,400,PCS
3010,11-09-24,16:00,16:30,54PF3415000080,"COVER,BALL RACE 1",5201,1960,200,PCS
3011,11-09-24,16:00,16:30,B74F483H000080,BAND,5201,100,500,PCS
3012,11-09-24,16:00,16:30,2DPE5495000080,"SEAL,PROTECTOR",5207,3340,40,PCS
3013,11-09-24,16:00,16:30,B5DF465B000080,"CAP,ROTOR",5207,1539,160,PCS
3014,11-09-24,16:00,16:30,B65F3123000080,"COVER,UNDER 1",5207,3021,160,PCS
3015,11-09-24,16:00,16:30,B65F3415000080,"COVER,BALL RACE 1",5207,1345,40,PCS
3016,11-09-24,16:00,16:30,B6HF1621100080,FLAP,5207,736,40,PCS
3017,11-09-24,16:00,16:30,B6HF247C000080,"HOSE,3",5207,817,320,PCS
3018,11-09-24,16:00,16:30,B6HF312G000080,"PLUG,HOLE",5207,1767,200,PCS
3019,11-09-24,16:00,16:30,BBPE443E000080,"PIPE,DRAIN",5207,417,160,PCS
3020,11-09-24,16:00,16:30,BLSF838M000080,"SEAL,BOX 1",5207,33,160,PCS
3021,11-09-24,16:00,16:30,B65F414A010080,"COVER,FILLER",690C,2322,200,PCS
3022,11-09-24,15:30,17:00,2PHF71140000M0,STOPPER,6111,6364,100,PCS
3023,11-09-24,15:30,17:00,54PF3415000080,"COVER,BALL RACE 1",6111,2899,100,PCS
3024,11-09-24,15:30,17:00,B65H5546000080,BAND,6111,1043,200,PCS
3025,11-09-24,15:30,17:00,BEJE5373000080,"PIPE,BREATHER",6111,1305,200,PCS
3026,11-09-24,15:30,17:00,BJMF1621000080,FLAP,6111,864,200,PCS
3027,11-09-24,15:30,17:00,BJMF465B000080,"CAP,ROTOR",6111,728,200,PCS
3028,11-09-24,15:30,17:00,BJMH2592000080,BAND,6111,728,200,PCS
3029,11-09-24,15:30,17:00,2DPE5495000080,"SEAL,PROTECTOR",690G,1925,280,PCS
3030,11-09-24,15:30,17:00,B65F18160000M0,"PIPE,1",690G,2197,280,PCS
3031,11-09-24,15:30,17:00,B65F2211000080,COVER,690G,1682,560,PCS
3032,11-09-24,15:30,17:00,B65F3123000080,"COVER,UNDER 1",690G,3265,280,PCS
3033,11-09-24,15:30,17:00,BBPF8349000080,CAP,690G,1173,280,PCS
3034,11-09-24,15:30,17:00,BBPH2351000080,"TUBE,CORD 1",690G,1173,280,PCS
3035,11-09-24,18:00,19:00,902022614200M3,WASHER PLAIN,5207,3418,80,PCS
3036,11-09-24,18:00,19:00,904801339800M2,GROMMET,5207,1543,80,PCS
3037,11-09-24,18:00,19:00,904801548300M0,GROMMET,5207,1099,80,PCS
3038,11-09-24,17:00,19:00,B5DF465B000080,"CAP,ROTOR",590B,3710,360,PCS
3039,11-09-24,17:00,19:00,B65F3415000080,"COVER,BALL RACE 1",590B,3238,480,PCS
3040,11-09-24,17:00,19:00,B65H5546000080,BAND,590B,5293,360,PCS
3041,11-09-24,17:00,19:00,B6HF1621100080,FLAP,590B,2075,400,PCS
3042,11-09-24,17:00,19:00,BLSF1521000080,FLAP,590B,160,80,PCS
3043,11-09-24,17:00,19:00,BLSF1621000080,FLAP,590B,160,80,PCS
3044,11-09-24,18:00,19:00,BBPE443E000080,"PIPE,DRAIN",590C,1201,120,PCS
3045,11-09-24,17:00,19:00,1DYF2151000080,"SEAL,GUARD",6111,2942,100,PCS
3046,11-09-24,17:00,19:00,91A200706500M0,"TUBE,FLEXIBLE VINYL",6311,2288,100,PCS
3047,11-09-24,18:00,19:00,2DPE5495000080,"SEAL,PROTECTOR",690E,1502,360,PCS
3048,11-09-24,18:00,19:00,B65H5546000080,BAND,690E,1319,160,PCS
3049,11-09-24,18:00,19:00,B6HF312G000080,"PLUG,HOLE",690E,1223,80,PCS
3050,11-09-24,18:00,19:00,902022614200M3,WASHER PLAIN,690E,1497,360,PCS
3051,11-09-24,17:00,19:00,4YYF7114000080,STOPPER,690E,1214,280,PCS
3052,11-09-24,17:00,19:00,B65F18160000M0,"PIPE,1",690E,1214,280,PCS
3053,11-09-24,17:00,19:00,B65F312G000080,"PLUG,HOLE",690E,1214,280,PCS
3054,11-09-24,18:00,19:00,B65F414A010080,"COVER,FILLER",690E,1115,240,PCS
3055,11-09-24,17:00,19:00,BBPF8349000080,CAP,690E,1214,280,PCS
3056,11-09-24,17:00,19:00,BBPH2351000080,"TUBE,CORD 1",690E,1214,280,PCS
3057,11-09-24,17:00,19:00,BBPH5546000080,BAND,690E,1214,280,PCS
3058,11-09-24,17:00,19:00,9.04801E+13,GROMMET,690E,606,80,PCS
3059,11-09-24,19:30,20:30,2PHF71140000M0,STOPPER,6111,6365,100,PCS
3060,11-09-24,19:30,20:30,B5DF465B000080,"CAP,ROTOR",6111,873,200,PCS
3061,11-09-24,19:30,20:30,B65H5546000080,BAND,6111,1044,200,PCS
3062,11-09-24,19:30,20:30,BBPF8349000080,CAP,6111,927,200,PCS
3063,11-09-24,19:30,20:30,BEJE5373000080,"PIPE,BREATHER",6111,1306,200,PCS
3064,11-09-24,19:30,20:30,2DPE5495000080,"SEAL,PROTECTOR",690G,1926,320,PCS
3065,11-09-24,19:30,20:30,B65F3123000080,"COVER,UNDER 1",690G,3266,320,PCS
3066,11-09-24,19:30,20:30,B65H5546000080,BAND,690G,2156,120,PCS
3067,11-09-24,19:30,20:30,B6HF1621100080,FLAP,690G,799,240,PCS
3068,11-09-24,22:00,22:30,2PHF71140000M0,STOPPER,6111,6366,100,PCS
3069,11-09-24,22:00,22:30,54PF3415000080,"COVER,BALL RACE 1",6111,2900,100,PCS
3070,11-09-24,22:00,22:30,2DPE5495000080,"SEAL,PROTECTOR",690G,1927,320,PCS
3071,11-09-24,22:00,22:30,B65F18160000M0,"PIPE,1",690G,2198,160,PCS
3072,11-09-24,22:00,22:30,B65F2211000080,COVER,690G,1683,160,PCS
3073,11-09-24,22:00,22:30,B65F3123000080,"COVER,UNDER 1",690G,3267,320,PCS
3074,11-09-24,22:00,22:30,B65H5546000080,BAND,690G,2157,120,PCS
3075,11-09-24,22:00,22:30,B6HF1621100080,FLAP,690G,800,160,PCS
3076,11-09-24,22:00,22:30,BBPF8349000080,CAP,690G,1174,120,PCS
3077,11-09-24,22:00,22:30,BBPH2351000080,"TUBE,CORD 1",690G,1174,120,PCS
3078,11-09-24,22:00,22:30,BPNH2351000080,"TUBE,CORD 1",690G,185,40,PCS
3079,12-09-24,,,9.04801E+13,GROMMET,5301,833,320,PCS
3080,12-09-24,,,904801339800M2,GROMMET,6312,436,500,PCS
3081,12-09-24,,,2PHE3593010080,DAMPER,690E,7,80,PCS
3082,12-09-24,,,9.04801E+13,GROMMET,690E,7,80,PCS
3083,12-09-24,,,1S7F622F000080,"DAMPER,LOCATING 1",7667,J2406,50,PCS
3084,12-09-24,,,1S7F7114000080,STOPPER,7667,J1880,50,PCS
3085,12-09-24,,,2PVF2151100080,"SEAL,GUARD",7667,J0659,70,PCS
3086,12-09-24,,,3C1F16210000M1,FLAP,7667,J0837,60,PCS
3087,12-09-24,,,3HBF7114000080,STOPPER,7667,K2243,200,PCS
3088,12-09-24,,,3KAF4188000080,"MOLD,FUEL TANK",7667,J1643,90,PCS
3089,12-09-24,,,5LLH5546000080,BAND,7667,K0600,60,PCS
3090,12-09-24,,,904801231400M2,GROMMET,7667,K1821,50,PCS
3091,12-09-24,,,904801342800M2,GROMMET,7667,K1747,100,PCS
3092,12-09-24,,,904801386400M2,GROMMET,7667,J2250,100,PCS
3093,12-09-24,,,904801539700M2,GROMMET,7667,K1253,100,PCS
3094,12-09-24,,,904801847600M1,GROMMET,7667,K0876,50,PCS
3095,12-09-24,,,B1XH338V000080,DAMPER,7667,J0292,50,PCS
3096,12-09-24,,,B65F18170000M0,"PIPE,2",7667,J0883,50,PCS
3097,12-09-24,7:30,8:00,2PVE2576000080,"HOSE,1",5902,4260,100,PCS
3098,12-09-24,7:30,8:00,2PVH5546100080,BAND,5902,2045,100,PCS
3099,12-09-24,7:30,8:00,45PF53640000M0,DAMPER,5902,2701,400,PCS
3100,12-09-24,7:30,8:00,9.04452E+13,HOSE,5902,2044,100,PCS
3101,12-09-24,7:30,8:00,B8DH5546100080,BAND,5902,573,100,PCS
3102,12-09-24,7:30,8:00,BDJE3767000080,"CAP,INJECTOR",5902,804,100,PCS
3103,12-09-24,7:30,8:00,BK6F23270000M0,"GUARD,MUD 1",5902,1412,100,PCS
3104,12-09-24,7:30,8:00,BK6F247A010080,"HOSE,1",5902,1245,100,PCS
3105,12-09-24,7:30,8:00,1WDF2151000080,"SEAL,GUARD",590B,3714,80,PCS
3106,12-09-24,7:30,8:00,2MSF483H000080,BAND,590B,2871,80,PCS
3107,12-09-24,7:30,8:00,B1XF419A000080,HOLDER,590B,842,80,PCS
3108,12-09-24,7:30,8:00,B1XF419E000080,"COVER,CANISTER",590B,842,80,PCS
3109,12-09-24,7:30,8:00,B5DF465B000080,"CAP,ROTOR",590B,3711,400,PCS
3110,12-09-24,7:30,8:00,B5XH2591000080,BAND,590B,1759,40,PCS
3111,12-09-24,7:30,8:00,B65F3415000080,"COVER,BALL RACE 1",590B,3239,440,PCS
3112,12-09-24,7:30,8:00,B65H5546000080,BAND,590B,5295,440,PCS
3113,12-09-24,7:30,8:00,B6HF1621100080,FLAP,590B,2076,360,PCS
3114,12-09-24,7:30,8:00,B74F483H000080,BAND,590B,3199,40,PCS
3115,12-09-24,7:30,8:00,B74H2131000080,"BAND,BATTERY",590B,3581,40,PCS
3116,12-09-24,7:30,8:00,BDJH2131000080,"BAND,BATTERY",590B,25,80,PCS
3117,12-09-24,7:30,8:00,BKAF4317000080,"PIPE,7",590B,875,40,PCS
3118,12-09-24,7:30,8:00,BKAF4785000080,MOLE,590B,910,40,PCS
3119,12-09-24,7:30,8:00,BLSF1521000080,FLAP,590B,161,80,PCS
3120,12-09-24,7:30,8:00,BLSF1621000080,FLAP,590B,161,80,PCS
3121,12-09-24,7:30,8:00,BRAE449E000080,"COVER,AIR FILTER",590B,7,80,PCS
3122,12-09-24,7:30,8:00,BRAF163F000080,"COVER,3",590B,25,80,PCS
3123,12-09-24,7:30,8:00,BRAF1642000080,"GUARD,FLAP",590B,8,80,PCS
3124,12-09-24,7:30,8:00,BRAH3836000080,BAND,590B,17,80,PCS
3125,12-09-24,7:30,8:00,BRAH5546000080,BAND,590B,25,80,PCS
3126,12-09-24,7:30,8:00,BS7F8484000080,"PLATE,RUBBER 2",590B,1623,80,PCS
3127,12-09-24,7:30,8:00,BS7F8485000080,"PLATE,RUBBER 3",590B,1623,80,PCS
3128,12-09-24,7:30,8:00,2PHF3415000080,"COVER,BALL RACE 1",6111,2802,100,PCS
3129,12-09-24,7:30,8:00,2PHF71140000M0,STOPPER,6111,6367,100,PCS
3130,12-09-24,7:30,8:00,2SUF811G000080,BAND,6111,1385,100,PCS
3131,12-09-24,7:30,8:00,2SUH5546000080,BAND,6111,2724,100,PCS
3132,12-09-24,7:30,8:00,54PF3415000080,"COVER,BALL RACE 1",6111,2901,200,PCS
3133,12-09-24,7:30,8:00,B65H5546000080,BAND,6111,1045,200,PCS
3134,12-09-24,7:30,8:00,BEJE5373000080,"PIPE,BREATHER",6111,1307,200,PCS
3135,12-09-24,7:30,8:00,BJMF1621000080,FLAP,6111,865,200,PCS
3136,12-09-24,7:30,8:00,BJMF465B000080,"CAP,ROTOR",6111,729,200,PCS
3137,12-09-24,7:30,8:00,BJMH2155000080,BAND,6111,564,200,PCS
3138,12-09-24,7:30,8:00,BJMH2592000080,BAND,6111,729,200,PCS
3139,12-09-24,7:30,8:00,2DPE5495000080,"SEAL,PROTECTOR",690G,1928,760,PCS
3140,12-09-24,7:30,8:00,2PHE3593010080,DAMPER,690G,801,20,PCS
3141,12-09-24,7:30,8:00,2PHF62570000M0,STOPPER,690G,1323,20,PCS
3142,12-09-24,7:30,8:00,B5DF465B000080,"CAP,ROTOR",690G,1396,160,PCS
3143,12-09-24,7:30,8:00,B65F18160000M0,"PIPE,1",690G,2199,160,PCS
3144,12-09-24,7:30,8:00,B65F2211000080,COVER,690G,1684,240,PCS
3145,12-09-24,7:30,8:00,B65F3123000080,"COVER,UNDER 1",690G,3268,760,PCS
3146,12-09-24,7:30,8:00,B65F312G000080,"PLUG,HOLE",690G,1705,760,PCS
3147,12-09-24,7:30,8:00,B65F3415000080,"COVER,BALL RACE 1",690G,1828,720,PCS
3148,12-09-24,7:30,8:00,B65H5546000080,BAND,690G,2158,200,PCS
3149,12-09-24,7:30,8:00,B6HF1621100080,FLAP,690G,801,600,PCS
3150,12-09-24,7:30,8:00,BBPF8349000080,CAP,690G,1175,160,PCS
3151,12-09-24,7:30,8:00,BBPH2351000080,"TUBE,CORD 1",690G,1175,160,PCS
3152,12-09-24,7:30,8:00,BBPH5546000080,BAND,690G,1028,720,PCS
3153,12-09-24,7:30,8:30,1EGE81130200M0,"COVER,SHIFT PEDAL",5201,434,200,PCS
3154,12-09-24,7:30,8:30,1FDH5546100080,BAND,5201,1000,100,PCS
3155,12-09-24,7:30,8:30,B74F483H000080,BAND,5201,101,200,PCS
3156,12-09-24,7:30,8:30,2DPE5495000080,"SEAL,PROTECTOR",5207,3341,80,PCS
3157,12-09-24,7:30,8:30,4YYF7114000080,STOPPER,5207,2868,80,PCS
3158,12-09-24,7:30,8:30,B5DF465B000080,"CAP,ROTOR",5207,1540,80,PCS
3159,12-09-24,7:30,8:30,B5XH2591000080,BAND,5207,951,80,PCS
3160,12-09-24,7:30,8:30,B65F3123000080,"COVER,UNDER 1",5207,3022,160,PCS
3161,12-09-24,7:30,8:30,B65F3415000080,"COVER,BALL RACE 1",5207,1346,80,PCS
3162,12-09-24,7:30,8:30,B65H5546000080,BAND,5207,2857,160,PCS
3163,12-09-24,7:30,8:30,B6HF1621100080,FLAP,5207,737,80,PCS
3164,12-09-24,7:30,8:30,B6HF312G000080,"PLUG,HOLE",5207,1768,80,PCS
3165,12-09-24,7:30,8:30,B74E53730000M0,"PIPE,BREATHER",5207,1417,80,PCS
3166,12-09-24,7:30,8:30,B74F3469000080,"CAP,BOLT",5207,2141,320,PCS
3167,12-09-24,7:30,8:30,B74F414A0000M0,"COVER,FILLER",5207,2037,80,PCS
3168,12-09-24,7:30,8:30,B74F4639000080,"STOPPER,PLATE",5207,2138,80,PCS
3169,12-09-24,7:30,8:30,B74F483H000080,BAND,5207,1304,80,PCS
3170,12-09-24,7:30,8:30,B74F8175000080,"TOOL,HOLDER",5207,2197,80,PCS
3171,12-09-24,7:30,8:30,B74H2131000080,"BAND,BATTERY",5207,2059,80,PCS
3172,12-09-24,7:30,8:30,BKAF4317000080,"PIPE,7",5207,46,80,PCS
3173,12-09-24,7:30,8:30,BKAF4785000080,MOLE,5207,490,80,PCS
3174,12-09-24,7:30,8:30,B65F414A010080,"COVER,FILLER",690C,2323,640,PCS
3175,12-09-24,9:00,9:30,9.04801E+13,GROMMET,590D,4082,136,PCS
3176,12-09-24,9:00,10:00,9.04801E+13,GROMMET,5207,2682,240,PCS
3177,12-09-24,9:00,10:00,904801339800M2,GROMMET,5301,1122,160,PCS
3178,12-09-24,9:00,10:00,1EGE81130200M0,"COVER,SHIFT PEDAL",5902,341,200,PCS
3179,12-09-24,9:00,10:00,3C1H21310000M0,"BAND,BATTERY",5902,1496,100,PCS
3180,12-09-24,9:00,10:00,902022614200M3,WASHER PLAIN,5902,4419,100,PCS
3181,12-09-24,9:00,10:00,9.04452E+13,HOSE,5902,1775,120,PCS
3182,12-09-24,9:00,10:00,9.048E+13,GROMMET,5902,4475,100,PCS
3183,12-09-24,9:00,10:00,9.04801E+13,GROMMET,5902,1156,400,PCS
3184,12-09-24,9:00,10:00,904801300100M0,GROMMET,5902,2130,1600,PCS
3185,12-09-24,9:00,10:00,BK6E4747000080,"DAMPER,MUFF.",5902,1461,20,PCS
